   osm_id   |    min_longitude    
  752875002 |  -10383259.15732608
  767984513 |  -10383229.27917475
  264242334 | -10383227.075048834
  794209140 | -10383220.162108453
  264242353 | -10383219.538719306
  900530886 | -10383218.191753466
  808250432 | -10383215.097071623
 1113250173 |  -10383213.68331409
  264242343 | -10383210.098826487
  852266002 | -10383209.731472168
  792723844 | -10383207.783381078
  264242339 |  -10383206.06906092
  718970959 | -10383192.131860672
 1028977866 | -10383187.768136635
 1028977867 | -10383187.768136635
  825071696 |   -10383180.3208627
  639531029 | -10383179.430306774
 1113243999 |  -10383177.52674348
  900176034 | -10383169.411552602
 1113250172 | -10383165.326127289
  799591542 | -10383159.259215042
  751193699 | -10383149.296120616
  751193700 | -10383148.427828588
  900559806 |  -10383145.61144547
  639783605 | -10383137.451726794
 1011624231 |  -10383130.99519633
  900530884 | -10383125.317902299
  900559627 | -10383105.013227178
  808250431 | -10383097.543689346
  290760850 | -10383090.586221172
  264242324 | -10383089.328310926
  792723846 |  -10383087.45814348
  264242354 | -10383077.962590916
  204880313 |   -10383076.9384516
  801701265 |   -10383076.9384516
  638015872 | -10383076.526569484
    6035171 | -10383075.268659238
  767983808 |  -10383075.25752729
  956164957 | -10383075.146207798
  808250430 | -10383075.012624409
  183455959 | -10383069.168351144
  734460395 | -10383066.129329044
 1113337065 | -10383064.303689394
  791224734 | -10383061.431646533
  901393620 | -10383052.904573537
  900176071 | -10383045.546355197
  564754046 | -10383039.434915151
   93835328 | -10383021.423421541
  900559626 | -10383018.128364613
  740832618 | -10383015.234057853
  777654391 | -10383004.224560212
  413204020 |  -10382987.70474778
  795054683 | -10382961.188445073
  640047416 | -10382957.526033826
  900176073 | -10382946.906154403
  795054684 | -10382925.621867767
  998765744 | -10382920.300796106
  793129177 | -10382919.176469248
  204880530 |  -10382917.45101714
  204880531 | -10382912.664279036
  899706849 | -10382910.771847693
  899706845 | -10382872.400019215
  636383842 | -10382865.676321974
   93835322 | -10382863.906342069
  413204015 | -10382859.442430489
  740040045 |  -10382857.96188126
  805502115 | -10382845.772397019
  636434196 | -10382831.801800925
  808246235 | -10382811.029583942
  791224743 |   -10382810.3171392
  908568660 | -10382801.957045443
  793129175 | -10382796.112772176
  790242443 |  -10382792.92903474
 1036273222 | -10382792.628472116
  808246233 | -10382790.724908821
   37022230 | -10382789.700769506
  734460392 | -10382786.294393089
  908568661 | -10382784.891767504
  203046056 | -10382781.986328794
  732703701 |  -10382780.21634889
  793128072 |  -10382774.19396444
  901393618 |   -10382765.5889678
  734460389 | -10382753.666650334
  899706831 |    -10382745.651647
  740036947 | -10382727.940716015
   93835324 | -10382726.760729412
  961715654 |  -10382725.54734696
 1033787981 | -10382717.320836592
  808246227 |  -10382677.20129211
  901393616 | -10382676.655826606
  351550443 |  -10382672.61492909
  793128071 |  -10382666.09160693
 1102469817 | -10382662.106369158
  231406914 | -10382661.716750942
 1083983452 | -10382659.423569432
  794151797 |  -10382658.71112469
  637515830 |  -10382657.25283936
  773912429 | -10382653.913254635
  203046032 | -10382649.794433476
  899706750 | -10382633.207829349
  794206438 | -10382631.293134108
  636154176 | -10382596.361077897
  820774033 | -10382594.112424182
 1016093383 |  -10382589.90454743
  899706774 | -10382584.772718905
 1042541943 | -10382567.262163002
  899706777 | -10382562.564480493
 1033787983 |  -10382562.46429295
  808246225 | -10382540.645672753
 1042541941 | -10382538.619658023
  794206445 | -10382530.248432314
  900559740 | -10382525.316978872
  794207084 | -10382513.873335218
  944024159 | -10382513.595036492
  900559655 | -10382513.327869713
  637515831 | -10382512.092223365
  900531010 | -10382508.619055253
  799426491 | -10382507.962270256
  638015918 | -10382507.750763224
  808246216 |  -10382498.87859981
  126155306 |   -10382497.1754116
 1061011979 | -10382496.863717025
  795051207 | -10382496.340515418
  714526091 | -10382496.028820844
  900559739 | -10382495.527883137
  900559753 | -10382492.889611205
 1110944320 |  -10382492.81168756
  795054678 | -10382481.624078736
  944024160 | -10382480.633335268
 1036293586 | -10382479.353161125
 1031188220 | -10382473.620207349
  899706787 | -10382462.510522166
   93628972 |  -10382447.83861328
  230784183 | -10382442.116791453
  640843691 | -10382440.736429768
  524604474 | -10382412.160716482
  732703698 |  -10382408.07529117
  808246210 |   -10382391.9784928
 1049730634 |  -10382378.33072323
  736153608 | -10382376.271312648
  736153606 | -10382376.271312648
   18016754 | -10382368.490080243
  795051203 |  -10382367.06519076
   67196987 | -10382365.651433228
  808246209 | -10382361.911098337
  795053409 |   -10382361.7441191
    6039846 |  -10382342.17415262
 1006375936 | -10382316.737648973
 1028931124 | -10382295.431098435
  640843684 | -10382291.200957786
  900559658 | -10382286.993081033
  639783615 | -10382267.501038194
 1102481090 | -10382251.537823215
  808254284 | -10382247.808620274
 1110944316 |  -10382246.26127935
  900559688 | -10382242.431888867
  900559877 | -10382239.526450159
  795053410 | -10382236.743462889
 1007897199 | -10382235.574608235
   93629005 |  -10382233.45953791
  116845409 | -10382230.743342334
 1059851900 | -10382228.761855397
  203045735 | -10382225.778493045
  778873088 | -10382225.277555337
  778873087 | -10382225.066048305
  454887650 | -10382224.175492378
  808254286 | -10382214.702203711
  795053411 | -10382213.199390585
  900559878 | -10382212.219779067
  778159157 | -10382209.481319593
  899219504 | -10382166.200301575
   93629007 |   -10382162.8718488
  230783178 | -10382161.424695417
 1109904027 | -10382156.036832063
  900559664 | -10382146.496751701
  636383832 |  -10382143.26848647
 1074496937 |  -10382117.39783681
  701698739 |  -10382116.55180868
  795054682 | -10382105.308540108
  899219507 | -10382086.751580995
   93628995 | -10382079.026008334
  899091098 | -10382075.664159711
    6021835 | -10382072.936832188
  795054681 | -10382066.524829516
  899091074 |   -10382059.4671738
  899706762 | -10382055.737970859
  636154195 | -10382048.001266249
 1083045035 | -10382019.358761268
  638798780 |  -10382016.05257239
  128828074 | -10382000.401051985
 1049655211 | -10381995.313751256
  900559678 | -10381994.746021854
  899091100 | -10381986.719886567
  218809412 | -10381973.417207418
  808246208 | -10381963.320529602
  809419848 | -10381961.372438515
  900559872 | -10381954.737796862
  266861037 | -10381953.279511534
  636434035 |  -10381951.13104536
 1068545621 | -10381950.496524263
  795053399 |  -10381950.18482969
  924951337 | -10381949.906530961
   35606023 |  -10381949.79521147
 1012364660 | -10381947.680141147
  495120371 | -10381944.663382946
 1031578903 | -10381944.028861847
 1007811447 |  -10381940.75606882
  778873089 |  -10381940.26626306
 1086014312 | -10381939.553818317
  246007354 | -10381935.290281821
  808241823 | -10381933.542565815
  809419847 | -10381932.785593279
  748970369 | -10381931.037877273
  978792644 | -10381929.267897367
  900559873 |  -10381928.04338297
  799412900 | -10381923.067401731
   93684701 | -10381906.803624127
  636334387 | -10381898.354474775
   92367284 | -10381861.830549845
 1081125906 | -10381841.548138624
 1006375943 | -10381830.905995304
  808241822 | -10381821.254595451
 1025121807 | -10381817.347281326
  800576154 |  -10381809.91113934
  938635862 | -10381805.547415301
  899219514 | -10381802.141038883
  491221222 | -10381799.346919665
  184094600 | -10381796.775439426
  808241821 | -10381794.059243852
  157652983 |  -10381792.60095852
  800576153 | -10381785.521038907
  957182094 | -10381784.697274676
  230919015 | -10381760.774716105
  899091109 | -10381752.915560056
  899706821 |  -10381743.39774359
   93684702 | -10381739.802124038
 1113250171 | -10381735.238024916
   92367285 | -10381730.451286813
  856536916 |  -10381684.88821923
  808241820 | -10381678.398292916
  800576152 |   -10381670.1161228
 1068545624 | -10381668.179163663
   49861382 | -10381666.197676726
  723794798 | -10381652.906129524
  723794799 | -10381652.906129524
 1018551409 | -10381651.447844196
  808241819 | -10381651.258601062
  899219458 | -10381650.523892421
  800576151 | -10381644.434716275
  957182111 | -10381642.108138919
   93684691 | -10381638.679498602
  202052001 |   -10381632.6682461
  908576705 | -10381628.259994263
  151368636 |  -10381624.31928429
  900559847 | -10381612.675265554
  900559849 |  -10381608.72342363
  230919008 | -10381604.905165095
   92367283 | -10381586.537449116
   23125939 | -10381578.689425012
  640148953 | -10381559.976618612
    6038998 |  -10381548.86693343
  808241818 | -10381534.005781408
  800576150 | -10381528.606786106
   67196983 | -10381518.476712443
  269351227 | -10381514.903356789
  808241817 | -10381510.239070123
  899091326 | -10381508.469090221
  800576149 | -10381505.396672277
  718969516 |   -10381491.1811733
  900531006 |  -10381483.09937827
   92367278 | -10381446.786960373
  900559839 |   -10381444.0485009
  900559863 | -10381442.645875314
  638873443 | -10381406.244401824
  808241816 | -10381392.685687847
  800575340 | -10381388.989880754
  733420024 | -10381383.791260533
  733420025 | -10381381.119592754
 1019935165 | -10381379.973001998
   35605997 | -10381379.739231069
  808241815 | -10381366.325232426
  800575339 | -10381363.208286684
 1025121816 | -10381354.158012083
  919291616 | -10381340.966652425
  203046378 | -10381292.498146133
  899091323 | -10381287.455373202
  899219431 | -10381275.032118026
  556009557 |  -10381262.29716828
  808241814 | -10381247.369224565
  800575338 | -10381245.576980764
    6027214 | -10381238.708568182
  808241813 | -10381226.218521314
  800575337 | -10381223.557985485
   46648032 |  -10381190.72986765
  123445127 |  -10381190.72986765
  918809488 | -10381151.467483247
 1063805497 |  -10381137.04047724
  170856536 | -10381112.360946132
  946485771 | -10381104.101039913
  946485816 | -10381103.845005086
 1110941321 |  -10381098.46827368
  946485802 | -10381083.195239544
  638053945 | -10381082.672037937
   92367280 | -10381025.554007212
  638377771 | -10380994.662848515
  923516252 | -10380965.519405827
   37022029 | -10380963.749425922
  800575334 | -10380962.291140594
  800575333 | -10380939.682152012
 1055898324 | -10380925.911931003
 1025121823 |  -10380898.11545415
   90961593 | -10380894.709077733
 1012086883 | -10380884.222781701
  454070521 | -10380865.198280724
  637977005 | -10380852.741629703
  992728644 | -10380850.693351071
  637977010 | -10380837.212560738
  637515842 |  -10380824.60006243
