   osm_id   |    min_longitude    
  807683072 | -10380823.464603625
  800575331 | -10380822.796686681
  276828116 | -10380820.993310928
  801707083 | -10380815.137905713
  638015915 | -10380811.230591586
   35605974 |  -10380810.58493854
  276828117 | -10380808.592319654
 1039155377 |  -10380800.68863581
  800575332 | -10380798.785072515
  177926549 | -10380796.503022954
  177926552 | -10380796.503022954
  807680159 | -10380790.625353841
 1100933196 |  -10380743.09193127
   84506746 | -10380738.594623845
  170856560 | -10380685.161268262
   37022024 | -10380680.096231433
  803189242 | -10380680.062835583
  902051588 | -10380674.029319182
  802075726 |  -10380657.74327768
 1111686775 | -10380648.169801472
  203046441 | -10380642.815333964
   90961595 | -10380601.059392968
   93684686 | -10380600.948073478
  767765545 | -10380550.531476097
  851630856 | -10380539.956124472
  978792650 | -10380530.104349537
  801701268 | -10380527.365890063
  802077106 | -10380515.053954381
  264492593 | -10380475.279500322
  264246535 | -10380460.874758212
  851630851 | -10380455.230860028
  184430737 | -10380413.074168867
 1059789017 | -10380402.576740883
 1014315648 | -10380398.602635063
  802077107 | -10380397.812266678
  735079433 |  -10380396.81039126
  802077108 | -10380374.980639117
 1100937513 | -10380339.992923161
  495113098 | -10380316.459982805
 1100937508 | -10380307.064617783
 1066023436 | -10380283.476017686
  640047573 | -10380264.329065269
  802077907 |  -10380257.64989582
  803200029 | -10380256.247270236
 1007897194 | -10380255.423506005
  717949885 |  -10380254.36597084
 1058943507 | -10380253.208248138
 1002533003 | -10380252.863157718
  636535777 | -10380250.592240104
  246014050 | -10380250.247149684
 1050369980 | -10380249.267538164
 1012098612 | -10380248.076419612
  494050409 | -10380247.363974871
 1006375935 | -10380247.274919279
  380519951 |  -10380247.14133589
  234446432 |  -10380246.13946047
 1006375947 | -10380245.894557593
  970398116 |  -10380243.51232049
 1068256454 |  -10380241.31932652
 1026949048 | -10380240.039152376
  192484776 |  -10380237.70144307
  183239666 | -10380237.590123579
 1006375922 | -10380234.350726398
  804512885 |  -10380231.54547523
  715628403 | -10380226.536098145
  717949887 | -10380223.908958161
  717949882 |  -10380223.31896486
 1083045026 |  -10380220.16862327
 1100937511 |  -10380218.95524082
 1000983680 |   -10380217.9978932
  717949886 | -10380206.899339968
  220666601 | -10380197.648690283
  729714528 | -10380193.284966243
 1020504841 | -10380178.646453204
   50235907 | -10380175.429319922
  170930069 | -10380172.345770026
 1072483959 | -10380166.390177269
  202337891 | -10380128.964564463
  304230632 | -10380126.381952276
  803200033 |  -10380112.68965491
 1046601762 |  -10380107.63575003
  494925169 |  -10380103.86201929
  824030001 | -10380093.141952328
  717949891 | -10380072.826145256
  717951425 | -10380065.256419882
  192484779 | -10380059.890820427
 1094214268 | -10380059.167243736
  717951424 | -10380056.651423244
  717951423 | -10380054.558616817
  202889640 | -10380052.510338187
  700750429 | -10380048.903586684
  732423840 |  -10380044.85155722
 1048573031 | -10380027.363265216
  717949863 | -10380015.095857332
 1048573034 | -10380003.129012072
  240891931 | -10379976.568181567
  332490868 | -10379949.495281408
 1049707670 |  -10379898.66680191
  717949889 | -10379897.553607002
  717949892 | -10379897.486815307
  732423843 |  -10379896.61852328
  554315303 | -10379885.508838098
 1040930013 | -10379885.442046404
  204861762 | -10379882.870566167
 1048574036 | -10379874.109722242
  240891966 | -10379811.125154352
 1048574030 | -10379807.117652683
  636383776 |  -10379784.04112224
  234446435 | -10379728.303453201
  380632914 | -10379721.947110275
 1040930012 | -10379712.440425763
  990895586 | -10379697.801912723
 1048574033 | -10379697.423426453
  990895581 | -10379697.211919421
 1049707684 | -10379695.219300536
  240891933 | -10379693.193285804
  230771045 | -10379691.478965646
  382186056 | -10379689.363895321
  202889399 | -10379681.270968342
  202719984 | -10379675.994424477
  919282429 |  -10379673.04445797
  240891937 | -10379670.550901376
  622498830 | -10379667.356031992
  240891934 | -10379552.563373085
  202889414 | -10379537.468450133
  356069137 | -10379535.553754892
  637976963 | -10379531.523989325
  241052739 | -10379529.397787051
  240891935 | -10379524.143507086
 1049712136 | -10379517.464337638
 1107782880 | -10379513.056085803
   60500948 | -10379471.177693365
  995252204 | -10379466.914156867
 1019985671 | -10379433.095295565
  240891936 | -10379409.740466397
  240891863 | -10379395.146481154
  240891967 | -10379385.172254778
 1001118633 |  -10379384.19264326
  304254554 | -10379369.620921915
  943555598 | -10379369.119984206
  304254593 | -10379344.807807418
 1049715257 | -10379340.878229393
  354618763 |  -10379323.01145112
  995252207 | -10379308.851611892
 1007897196 | -10379307.259743173
 1028147608 |  -10379283.82699036
  241052744 | -10379268.153206056
    6024826 | -10379258.334826969
  637976987 | -10379257.344083501
  937387643 | -10379206.259569176
  704086794 | -10379197.365141861
 1120242112 |  -10379189.41693022
  140405100 | -10379184.307365593
 1120242110 | -10379180.622690447
 1000954305 | -10379166.585302657
  304254549 |  -10379166.18455249
  976203890 | -10379156.221458064
  361224169 |  -10379146.34741923
  466956599 | -10379122.257881423
 1087794827 | -10379114.844003335
  945188859 | -10379114.654760202
   22903938 | -10379113.931183511
    6040389 | -10379109.389348289
  431329898 | -10379071.362610234
  923327341 | -10379042.809160845
  304254557 | -10379024.630687999
  304254558 | -10379018.085101938
  140349846 | -10379017.628692027
  183239688 | -10379002.622824667
 1051078197 | -10378980.258738969
 1092815036 | -10378967.000587614
  938101634 | -10378956.803722257
  369208112 | -10378937.846012976
  875325605 | -10378930.565718278
  170402501 | -10378928.673286933
  790033769 | -10378908.958605114
  375113510 |  -10378896.07894003
 1113203809 | -10378838.805062016
  342038328 | -10378827.918015819
  202302050 | -10378825.090500752
  304254578 | -10378817.999449186
 1049715284 | -10378813.925155824
  494799672 | -10378770.543950262
  624495175 | -10378757.397118399
  967472439 | -10378745.741967715
  313733893 |  -10378745.65291212
  824030025 | -10378702.327366304
  824030026 | -10378685.328880059
  972263824 |  -10378677.72575884
  636535807 | -10378667.473233737
  304254596 | -10378663.888746133
  937398661 | -10378661.584432675
   99663981 | -10378654.448853312
  995211967 | -10378649.973809784
  812585181 | -10378641.602584075
  304254597 | -10378638.485638333
  183186779 |  -10378613.39422511
  246014016 |   -10378592.9559666
  756531031 | -10378588.269416038
  884121558 | -10378586.454908337
  637976981 | -10378585.141338347
  202720737 | -10378569.066803874
  824030027 | -10378568.220775746
   43538902 | -10378559.359744279
  246014023 | -10378554.984888291
  202338706 | -10378544.621043697
  824030033 | -10378542.249938544
  159934182 | -10378512.627822043
 1049744459 | -10378507.317882333
  858280902 | -10378491.454854894
 1049744457 | -10378477.751425577
    6028409 |  -10378399.72759448
  203047817 | -10378395.987259591
  722106845 | -10378387.693957526
  664013356 | -10378373.767889228
  919286157 | -10378373.500722451
   99663990 | -10378351.570782764
  776971656 | -10378351.170032596
  858280900 |  -10378313.90026708
  858280895 | -10378310.304647526
  858280896 | -10378309.670126429
  187892839 | -10378298.604969043
 1007838030 | -10378288.530555127
  369955864 | -10378270.107179401
 1050001122 | -10378269.116435932
  163125074 | -10378214.436302055
  776971658 | -10378170.888117258
  787288087 | -10378158.899008099
  804517644 | -10378139.763187632
  304254550 | -10378123.588465618
  804517643 | -10378123.388090536
  304254555 | -10378116.419490412
  203047344 | -10378112.846134758
  202336315 |  -10378028.41030099
  444282386 | -10378004.343027081
 1091883715 |  -10377999.15553881
  287982176 | -10377996.305759845
  637515891 | -10377996.083120866
  204339245 | -10377996.083120866
  156576577 |  -10377995.40407197
  788185017 | -10377991.997695552
 1108451653 | -10377985.797199914
  636334410 | -10377979.162558265
  717954264 | -10377976.168063963
  202723474 | -10377974.264500668
 1066021040 |  -10377972.79508339
 1031566422 |   -10377970.8915201
  203047280 | -10377970.624353321
  203047361 | -10377967.217976902
 1108803125 |  -10377964.08989921
  640047342 | -10377956.397722397
  637515787 |   -10377954.5386869
  203047360 | -10377941.313931394
 1108451657 | -10377938.308305142
 1108451655 | -10377937.261901928
  557456740 | -10377838.788680375
  635829873 |    -10377836.027957
  965826219 |  -10377835.91663751
  304254580 | -10377810.346550478
  720899835 | -10377758.638647001
  130772844 | -10377674.837334333
  804517652 | -10377672.521888923
  824030029 | -10377667.957789803
  998058390 | -10377653.575311592
 1046099836 | -10377637.812471695
 1062499550 |  -10377602.42400557
 1036315668 | -10377601.310810665
  935935015 | -10377551.150248112
  757115398 |  -10377530.86783689
  636383868 | -10377530.444822825
  636535770 |  -10377525.17941091
  730886802 | -10377515.639330551
  130772835 | -10377489.323402926
   80675933 | -10377420.015887959
  956395624 | -10377390.749993829
 1079843547 | -10377358.111119129
  636434024 | -10377352.200054167
   95253499 | -10377318.102894137
  637976982 | -10377268.688172175
  431328202 |  -10377264.24652449
  636383772 | -10377248.717455525
  334627102 | -10377246.068051646
  202223959 | -10377222.946993407
  233194311 | -10377209.878085189
  334627101 | -10377195.673718164
  636334408 |  -10377178.53051658
  816387553 | -10377172.318888994
  935928015 | -10377158.292633155
  202725733 |  -10377135.47213754
  791211138 | -10377133.991588315
  233194282 | -10377129.271641904
  334627097 | -10377128.670516655
  159369603 | -10377124.073021686
  932348855 | -10377103.746082665
  637589329 | -10377091.690181812
 1072930086 | -10377068.858554251
 1072930084 | -10377052.194026478
  233194294 |  -10377050.73574115
   79274104 |  -10377045.65957237
 1055291851 |  -10377040.31623681
  655507294 | -10377018.364033228
 1094485260 | -10377011.862974966
 1028907469 |  -10377009.75903659
  700593563 |  -10377002.01120003
  400844543 | -10376997.914642768
 1075038753 | -10376997.324649468
  818272655 | -10376993.294883901
  179212942 | -10376976.185078166
  519419188 | -10376965.798969675
  640089020 | -10376965.298031965
  700593561 | -10376953.987971703
  936441032 |   -10376856.0490837
 1073969340 |  -10376844.81694708
  202725850 |  -10376838.52739585
 1116318989 | -10376834.876116551
   95253488 |  -10376749.53859491
 1028909213 | -10376723.378514575
 1116318987 | -10376692.899237994
  937283951 | -10376692.609807318
  660413038 | -10376688.090235993
 1116318986 | -10376671.848722287
  202305499 | -10376669.433089336
  660413033 | -10376662.698260142
  202228022 | -10376657.766806701
   95253564 | -10376609.220376765
 1116318968 | -10376550.766512148
 1116318967 |  -10376529.87184373
  722795493 |  -10376503.99006212
   87651979 | -10376501.262734594
  787205600 |  -10376486.32365893
 1080039363 |  -10376475.53680027
   95253573 | -10376465.907664318
  936374730 | -10376450.812741367
  454961111 | -10376421.101569274
 1051074567 | -10376417.995755482
 1080039364 | -10376410.526217647
 1116318966 | -10376410.437162055
  936441028 |   -10376409.2905713
  636383768 | -10376397.268066296
  636383769 | -10376395.175259868
   95253570 | -10376394.774509702
  161841834 | -10376394.529606821
  636535766 | -10376389.408910247
  202305641 | -10376386.369888145
  230914632 | -10376371.876090445
  936545097 |  -10376334.59519298
   95253509 | -10376324.186820589
  936881211 | -10376266.055782497
  640047341 | -10376249.547102012
  360641615 | -10376217.119734345
  936881210 | -10376198.340136247
 1033772445 | -10376135.088401578
  146155910 |  -10376113.32544113
 1116318979 | -10376103.228763314
 1116318951 | -10376101.703686291
   95253545 |  -10376042.21455041
   18223082 |  -10376031.32750421
   58431769 | -10376010.978301294
 1116318952 | -10375982.269004617
 1116318980 | -10375980.387705224
 1116318981 | -10375960.973586028
 1044608617 | -10375897.899962546
 1080039369 | -10375848.474108633
  202223370 |  -10375843.32001621
 1027586795 | -10375841.327397324
 1028483943 | -10375840.492501143
 1029049095 | -10375837.375555402
  917477569 | -10375831.041476374
  636837135 | -10375828.481128087
  636837134 | -10375828.102641819
  636837136 | -10375826.421717508
 1026229758 |  -10375819.26387425
 1027586794 | -10375818.607089253
 1029049098 |  -10375815.99108122
  148743991 | -10375794.550947294
  527883169 | -10375748.731844882
  148745186 |  -10375708.97965472
  753064550 | -10375705.050076695
 1026881652 | -10375702.367276967
 1026258388 | -10375695.955274297
 1026198532 |  -10375681.30562931
 1026258389 | -10375678.043968229
 1120603464 | -10375668.893506086
 1026229754 |  -10375601.12220009
  914174048 | -10375591.604383627
 1026229755 | -10375578.969621422
  132894753 | -10375541.377029382
 1026258373 |  -10375539.19516736
  425550246 |  -10375536.07822162
  762887092 | -10375532.772032743
  752937883 | -10375524.434202882
  752543610 |  -10375520.11500664
  911885633 |  -10375517.81069318
  314531038 | -10375516.274484208
  649255510 |  -10375506.45610512
 1026229753 | -10375490.236855311
 1026229752 |   -10375466.8041025
  148829591 | -10375460.547947116
 1108451667 | -10375344.174551442
  636837131 |  -10375342.74966196
 1026229751 | -10375341.391564172
  636837132 | -10375310.444745732
  912817286 | -10375294.147572279
  316752320 | -10375284.529568274
  289227319 | -10375275.178731047
  636154189 | -10375252.391631283
  116951788 |  -10375250.49919994
  995244012 |  -10375177.21757915
 1039016071 | -10375133.880901385
  637515745 | -10375133.112796897
 1039016070 | -10375129.038503535
  147479086 | -10375116.904679038
  207136099 | -10375088.418021344
  271778244 |  -10375069.48257596
  201813141 | -10375059.018543825
  556037567 | -10375026.724759545
  174002253 | -10375019.110506374
  155094748 | -10375000.898637684
  161841832 | -10374996.969059655
  602892014 | -10374985.369568717
  299549070 | -10374975.985335642
  194034445 |  -10374970.94256271
 1052630472 | -10374963.595476316
 1108451670 | -10374937.969729537
  965955902 | -10374903.293708155
  362955344 | -10374900.577512579
  689674756 |  -10374880.87396271
  158938173 |  -10374880.87396271
 1034381388 | -10374880.484344492
  911569257 | -10374862.573038423
  954750124 | -10374822.676132923
  103320102 | -10374818.045242107
  146128106 | -10374813.403219339
  362955339 | -10374804.909542192
  653251968 | -10374787.822000355
  232721343 | -10374783.525068011
 1031605312 | -10374771.747465884
  756120463 |  -10374754.27030583
  183382464 | -10374747.112462573
  625668550 | -10374741.724599216
  362955340 | -10374731.238303186
 1093501873 | -10374710.967023911
  129368386 | -10374705.746139793
  637911935 | -10374705.412181322
  362955355 |  -10374699.86847068
  149496169 | -10374690.940647518
 1085630089 |  -10374671.55992417
 1074659540 | -10374651.633735318
 1077626374 |  -10374637.96370185
  654689781 |  -10374622.47916068
  139899459 | -10374542.741009424
  231710951 |  -10374524.76291166
  983690833 | -10374496.576816592
  188407174 | -10374476.650627742
   70079173 | -10374459.284787178
 1093501872 | -10374432.902067859
  136984861 | -10374432.479053793
  139918581 | -10374288.453896606
  936763917 | -10374285.047520187
 1085630091 | -10374237.658812957
 1104469882 | -10374216.675088942
  732259093 |     -10374171.84673
 1100843210 | -10374160.425350245
  983689494 | -10374151.931673095
  910583429 | -10374150.952061577
 1110448873 | -10374150.707158698
   29116936 |  -10374143.54931544
  289665188 | -10374139.697661059
  936514296 | -10374139.341438688
 1052661772 | -10374138.361827169
  292248784 | -10374137.949945053
  636535804 | -10374136.547319468
  936514297 | -10374131.003608827
  207136094 | -10374125.103675816
 1045373827 | -10374118.791860687
  163350700 |  -10374058.07821041
  936795735 |  -10374050.79791571
  936795727 | -10373976.915169671
  996809662 | -10373958.079911828
 1001767490 | -10373929.927212607
 1093501882 | -10373887.904104834
  136984857 | -10373856.556536224
  136984859 |  -10373856.12239021
  358391949 |  -10373855.88861928
  136984858 | -10373855.254098183
  136984854 | -10373855.198438438
   70079138 | -10373852.660354046
  636383860 | -10373838.211084144
  289665205 | -10373820.555812903
  182104220 | -10373817.973200716
 1090312382 | -10373763.114955654
  139872600 | -10373763.114955654
  863658667 | -10373755.890320702
  766016345 | -10373755.812397059
  817092490 | -10373730.531740699
  187249409 | -10373725.700474799
  863658669 | -10373659.142551253
   29117026 | -10373649.702658432
   70079214 | -10373639.850883499
  194055969 | -10373632.681908293
  158825354 | -10373607.980113285
 1103054855 | -10373604.373361783
  223629848 | -10373588.298827311
  223629847 | -10373587.185632404
 1110448868 |   -10373586.6401669
 1030831543 | -10373586.584507154
 1100843211 |   -10373585.4379164
  983689510 | -10373584.970374536
 1110448871 | -10373578.547239918
  158825359 | -10373573.471071139
  738969809 |  -10373573.19277241
  738969810 | -10373572.591647161
 1055126086 | -10373572.435799874
  637912078 | -10373572.179765044
  129898065 | -10373572.023917759
  453816811 | -10373571.934862167
   18217405 |  -10373571.63429954
 1013694407 | -10373568.595277444
 1030831544 |    -10373558.198037
 1036759958 | -10373557.541252008
 1055126085 |  -10373557.14050184
  983689499 | -10373556.862203112
  184102599 | -10373555.838063797
  184102598 | -10373555.838063797
  223629850 | -10373555.159014903
  129368385 | -10373544.628191072
 1052935461 | -10373543.581787862
 1050374574 | -10373525.971044416
 1007223987 | -10373505.788820738
  763215463 | -10373496.938921217
  766042809 | -10373459.123690195
  378038448 |  -10373390.52861997
  157358732 | -10373364.535518868
 1074058653 | -10373347.481372878
  304099056 |  -10373335.24736084
  638377753 | -10373293.146329422
  292248802 | -10373289.506182075
 1074659527 | -10373280.344587982
(1441 rows)

